time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-05 00:00:00+00:00,1.0,1.0,123.0,12.0
2025-05-06 00:00:00+00:00,2.0,2.0,39.0,9.0
2025-05-07 00:00:00+00:00,1.0,1.0,14.0,7.0
2025-05-08 00:00:00+00:00,2.0,2.0,16.0,6.0
2025-05-09 00:00:00+00:00,4.0,3.0,9.0,4.0
2025-05-10 00:00:00+00:00,,,1.0,1.0
2025-05-11 00:00:00+00:00,2.0,1.0,,
2025-05-12 00:00:00+00:00,,,13.0,7.0
2025-05-13 00:00:00+00:00,,,18.0,7.0
2025-05-14 00:00:00+00:00,,,25.0,12.0
2025-05-15 00:00:00+00:00,,,25.0,9.0
2025-05-16 00:00:00+00:00,9.0,7.0,41.0,9.0
2025-05-17 00:00:00+00:00,2.0,2.0,1.0,1.0
2025-05-18 00:00:00+00:00,2.0,2.0,43.0,2.0
