time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-11 00:00:00+00:00,2.0,2.0,98,28
2025-03-12 00:00:00+00:00,1.0,1.0,87,27
2025-03-13 00:00:00+00:00,,,106,23
2025-03-14 00:00:00+00:00,2.0,2.0,95,24
2025-03-15 00:00:00+00:00,2.0,2.0,47,6
2025-03-16 00:00:00+00:00,1.0,1.0,28,12
2025-03-17 00:00:00+00:00,4.0,3.0,126,23
2025-03-18 00:00:00+00:00,6.0,6.0,115,26
2025-03-19 00:00:00+00:00,1.0,1.0,67,20
2025-03-20 00:00:00+00:00,3.0,3.0,136,24
2025-03-21 00:00:00+00:00,8.0,4.0,87,25
2025-03-22 00:00:00+00:00,3.0,2.0,17,6
2025-03-23 00:00:00+00:00,,,8,2
2025-03-24 00:00:00+00:00,10.0,3.0,86,19
