time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-04 00:00:00+00:00,,,26,11
2024-10-05 00:00:00+00:00,,,3,2
2024-10-06 00:00:00+00:00,,,12,5
2024-10-07 00:00:00+00:00,1.0,1.0,41,12
2024-10-08 00:00:00+00:00,1.0,1.0,81,22
2024-10-09 00:00:00+00:00,,,44,20
2024-10-10 00:00:00+00:00,,,36,12
2024-10-11 00:00:00+00:00,,,57,11
2024-10-12 00:00:00+00:00,,,19,5
2024-10-13 00:00:00+00:00,,,19,5
2024-10-14 00:00:00+00:00,,,27,10
2024-10-15 00:00:00+00:00,,,58,20
2024-10-16 00:00:00+00:00,1.0,1.0,25,14
2024-10-17 00:00:00+00:00,1.0,1.0,51,11
