time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-13 00:00:00+00:00,6.0,5.0,134,36
2025-02-14 00:00:00+00:00,3.0,2.0,79,26
2025-02-15 00:00:00+00:00,,,58,19
2025-02-16 00:00:00+00:00,,,21,11
2025-02-17 00:00:00+00:00,6.0,6.0,138,32
2025-02-18 00:00:00+00:00,6.0,6.0,166,36
2025-02-19 00:00:00+00:00,1.0,1.0,98,39
2025-02-20 00:00:00+00:00,5.0,4.0,149,42
2025-02-21 00:00:00+00:00,2.0,2.0,102,27
2025-02-22 00:00:00+00:00,1.0,1.0,59,16
2025-02-23 00:00:00+00:00,1.0,1.0,12,5
2025-02-24 00:00:00+00:00,7.0,4.0,72,34
2025-02-25 00:00:00+00:00,2.0,2.0,211,39
2025-02-26 00:00:00+00:00,5.0,4.0,143,40
