time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-25 00:00:00+00:00,,,5,1
2025-05-26 00:00:00+00:00,1.0,1.0,17,2
2025-05-27 00:00:00+00:00,1.0,1.0,2,2
2025-05-28 00:00:00+00:00,1.0,1.0,14,2
2025-05-29 00:00:00+00:00,2.0,1.0,1,1
2025-05-30 00:00:00+00:00,1.0,1.0,5,4
2025-05-31 00:00:00+00:00,,,1,1
2025-06-02 00:00:00+00:00,1.0,1.0,9,3
2025-06-03 00:00:00+00:00,1.0,1.0,11,2
2025-06-04 00:00:00+00:00,1.0,1.0,10,4
2025-06-05 00:00:00+00:00,,,15,3
2025-06-06 00:00:00+00:00,3.0,2.0,10,5
