url_path,views_total,views_unique
/quic/mink-idl-compiler,17,12
/quic/mink-idl-compiler/tree/main/idlc_codegen_c/src/interface,5,1
/quic/mink-idl-compiler/tree/main/idlc,4,4
/quic/mink-idl-compiler/tree/main/idlc/src,4,4
/quic/mink-idl-compiler/tree/main/idlc_ast,4,1
/quic/mink-idl-compiler/blob/main/idlc_codegen_c/src/generator.rs,3,1
/quic/mink-idl-compiler/blob/main/idlc_codegen_c/src/globals.rs,3,1
/quic/mink-idl-compiler/blob/main/tests/src/object/wrapper.rs,3,1
/quic/mink-idl-compiler/tree/main/idlc_codegen_c/src,3,1
/quic/mink-idl-compiler/blob/main/idlc_codegen_c/src/interface/mod.rs,2,2
