time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-12 00:00:00+00:00,1.0,1.0,1,1
2025-01-13 00:00:00+00:00,,,1,1
2025-01-14 00:00:00+00:00,,,16,2
2025-01-15 00:00:00+00:00,,,4,3
2025-01-16 00:00:00+00:00,,,18,4
2025-01-17 00:00:00+00:00,,,26,5
2025-01-18 00:00:00+00:00,,,1,1
2025-01-20 00:00:00+00:00,,,2,2
2025-01-21 00:00:00+00:00,2.0,2.0,14,4
2025-01-22 00:00:00+00:00,1.0,1.0,1,1
2025-01-23 00:00:00+00:00,3.0,2.0,4,4
2025-01-24 00:00:00+00:00,1.0,1.0,1,1
2025-01-25 00:00:00+00:00,,,3,2
