url_path,views_total,views_unique
/quic/sense,34,27
/quic/sense/blob/master/sense/backbone_networks/efficientnet.py,7,2
/quic/sense/wiki/SenseStudio,6,4
/quic/sense/tree/master/sense,6,3
/quic/sense/blob/master/README.md,5,4
/quic/sense/blob/master/docs/gifs/fitness_tracking_1.gif,3,3
/quic/sense/blob/master/sense/downstream_tasks/fitness_activity_recognition/__init__.py,3,2
/quic/sense/tree/master/sense/backbone_networks,3,2
/quic/sense/releases/tag/v2.0,3,1
/quic/sense/blob/master/CODE_OF_CONDUCT.md,2,2
